purchase_order_line_key,product_key,vendor_key,purchase_order_detail_id,purchase_order_id,vendor_id,product_id,order_date,due_date,ship_date,order_status,order_qty,unit_price,received_qty,rejected_qty,line_amount,stocked_qty
6512bd43d9caa6e02c990b0a82652dca,bbf94b34eb32268ada57a3be5062fe7d,962e56a8a0b0420d87272a682bfd1e53,11,8,1616,403,2011-04-30,2011-05-14,2011-05-09,4,3,47.4705,3.00,0.00,142.4115,3.00
c20ad4d76fe97759aa27a0c99bff6710,4f4adcbf8c6f66dcfc8a3282ac2bf10a,962e56a8a0b0420d87272a682bfd1e53,12,8,1616,404,2011-04-30,2011-05-14,2011-05-09,4,3,45.3705,3.00,0.00,136.1115,3.00
c51ce410c124a10e0db5e4b97fc2af39,bbcbff5c1f1ded46c25d28119a85c6c2,962e56a8a0b0420d87272a682bfd1e53,13,8,1616,405,2011-04-30,2011-05-14,2011-05-09,4,3,49.644,3.00,0.00,148.932,3.00
aab3238922bcc25a6f606eb525ffdc56,8cb22bdd0b7ba1ab13d742e22eed8da2,962e56a8a0b0420d87272a682bfd1e53,14,8,1616,406,2011-04-30,2011-05-14,2011-05-09,4,3,45.3705,3.00,0.00,136.1115,3.00
9bf31c7ff062936a96d3c8bd1f8f2ff3,f4f6dce2f3a0f9dada0c2b5b66452017,962e56a8a0b0420d87272a682bfd1e53,15,8,1616,407,2011-04-30,2011-05-14,2011-05-09,4,3,43.2705,3.00,0.00,129.8115,3.00
c74d97b01eae257e44aa9d5bade97baf,f85454e8279be180185cac7d243c5eb3,e655c7716a4b3ea67f48c6322fc42ed6,16,9,1492,422,2011-12-14,2011-12-28,2011-12-23,4,3,47.523,3.00,0.00,142.569,3.00
70efdf2ec9b086079795c442636b55fb,faa9afea49ef2ff029a833cccc778fd0,e655c7716a4b3ea67f48c6322fc42ed6,17,9,1492,423,2011-12-14,2011-12-28,2011-12-23,4,3,45.423,3.00,0.00,136.269,3.00
6f4922f45568161a8cdf4ad2299f6d23,3c7781a36bcd6cf08c11a970fbe0e2a6,e655c7716a4b3ea67f48c6322fc42ed6,18,9,1492,424,2011-12-14,2011-12-28,2011-12-23,4,3,49.6965,3.00,0.00,149.0895,3.00
1f0e3dad99908345f7439f8ffabdffc4,25b2822c2f5a3230abfadd476e8b04c9,e655c7716a4b3ea67f48c6322fc42ed6,19,9,1492,425,2011-12-14,2011-12-28,2011-12-23,4,3,45.423,3.00,0.00,136.269,3.00
98f13708210194c475687be6106a3b84,6ecbdd6ec859d284dc13885a37ce8d81,e655c7716a4b3ea67f48c6322fc42ed6,20,9,1492,426,2011-12-14,2011-12-28,2011-12-23,4,3,43.323,3.00,0.00,129.969,3.00
3c59dc048e8850243be8079a5c74d079,320722549d1751cf3f247855f937b982,1bc0249a6412ef49b07fe6f62e6dc8de,21,10,1602,320,2011-12-14,2011-12-28,2011-12-23,4,3,47.4705,3.00,0.00,142.4115,3.00
b6d767d2f8ed5d21a44b0e5886680cb9,caf1a3dfb505ffed0d024130f58c5cfa,1bc0249a6412ef49b07fe6f62e6dc8de,22,10,1602,321,2011-12-14,2011-12-28,2011-12-23,4,3,42.798,3.00,0.00,128.394,3.00
37693cfc748049e45d87b8c7d8b9aacd,5737c6ec2e0716f3d8a7a5c4e0de0d9a,1bc0249a6412ef49b07fe6f62e6dc8de,23,10,1602,322,2011-12-14,2011-12-28,2011-12-23,4,60,25.4205,60.00,0.00,1525.2300,60.00
1ff1de774005f8da13f42943881c655f,1651cf0d2f737d7adeab84d339dbabd3,cda72177eba360ff16b7f836e2754370,24,11,1540,438,2011-12-14,2011-12-28,2011-12-23,4,3,41.223,3.00,0.00,123.669,3.00
8e296a067a37563370ded05f5a3bf3ec,eed5af6add95a9a6f1252739b1ad8c24,cda72177eba360ff16b7f836e2754370,25,11,1540,439,2011-12-14,2011-12-28,2011-12-23,4,3,45.4965,3.00,0.00,136.4895,3.00
4e732ced3463d06de0ca9a15b6153677,a8abb4bb284b5b27aa7cb790dc20f80b,cda72177eba360ff16b7f836e2754370,26,11,1540,440,2011-12-14,2011-12-28,2011-12-23,4,3,41.223,3.00,0.00,123.669,3.00
02e74f10e0327ad868d138f2b4fdd6f0,15d4e891d784977cacbfcbb00c48f133,cda72177eba360ff16b7f836e2754370,27,11,1540,441,2011-12-14,2011-12-28,2011-12-23,4,3,39.123,3.00,0.00,117.369,3.00
33e75ff09dd601bbe69f351039152189,92262bf907af914b95a0fc33c3f33bf6,efb76cff97aaf057654ef2f38cd77d73,28,12,1628,941,2011-12-14,2011-12-28,2011-12-23,4,550,62.9895,550.00,82.00,34644.2250,468.00
6ea9ab1baa0efb9e19094440c317e21b,320722549d1751cf3f247855f937b982,a368b0de8b91cfb3f91892fbf1ebd4b2,29,13,1604,320,2011-12-14,2011-12-28,2011-12-23,4,3,45.3705,3.00,0.00,136.1115,3.00
34173cb38f07f89ddbebc2ac9128303f,caf1a3dfb505ffed0d024130f58c5cfa,a368b0de8b91cfb3f91892fbf1ebd4b2,30,13,1604,321,2011-12-14,2011-12-28,2011-12-23,4,3,40.488,3.00,0.00,121.464,3.00
c16a5320fa475530d9583c34fd356ef5,5737c6ec2e0716f3d8a7a5c4e0de0d9a,a368b0de8b91cfb3f91892fbf1ebd4b2,31,13,1604,322,2011-12-14,2011-12-28,2011-12-23,4,60,26.3655,60.00,0.00,1581.9300,60.00
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b337e84de8752b27eda3a12363109e80,d43ab110ab2489d6b9b2caa394bf920f,32,14,1690,504,2011-12-14,2011-12-28,2011-12-23,3,3,48.762,3.00,3.00,146.286,0.00
182be0c5cdcd5072bb1864cdee4d3d6e,7380ad8a673226ae47fce7bff88e9c33,be53ee61104935234b174e62a07e53cf,33,15,1566,497,2011-12-14,2011-12-28,2011-12-23,4,3,34.188,3.00,0.00,102.564,3.00
e369853df766fa44e1ed0ff613f563bd,bc6dc48b743dc5d013b1abaebd2faed2,9fe97fff97f089661135d0487843108e,34,16,1698,323,2011-12-14,2011-12-28,2011-12-23,4,3,50.2635,3.00,0.00,150.7905,3.00
1c383cd30b7c298ab50293adfecb7b18,2bb232c0b13c774965ef8558f0fbd615,3a20f62a0af1aa152670bab3c602feed,35,17,1560,523,2011-12-15,2011-12-29,2011-12-24,4,550,10.731,550.00,0.00,5902.050,550.00
19ca14e7ea6328a42e0eb13d585e4c22,ba2fd310dcaa8781a9a652a31baf3c68,3a20f62a0af1aa152670bab3c602feed,36,17,1560,524,2011-12-15,2011-12-29,2011-12-24,4,550,14.1225,550.00,0.00,7767.3750,550.00
a5bfc9e07964f8dddeb95fc584cd965d,55a7cf9c71f1c9c495413f934dd1a158,4921f95baf824205e1b13f22d60357a1,37,18,1692,492,2011-12-15,2011-12-29,2011-12-24,4,60,50.2635,60.00,0.00,3015.8100,60.00
a5771bce93e200c36f7cd9dfd0e5deaa,2f55707d4193dc27118a0f19a1985716,4921f95baf824205e1b13f22d60357a1,38,18,1692,493,2011-12-15,2011-12-29,2011-12-24,4,60,57.1515,60.00,0.00,3429.0900,60.00
d67d8ab4f4c10bf22aa353e27879133c,1be3bc32e6564055d5ca3e5a354acbef,4921f95baf824205e1b13f22d60357a1,39,18,1692,494,2011-12-15,2011-12-29,2011-12-24,4,60,53.2035,60.00,0.00,3192.2100,60.00
d645920e395fedad7bbbed0eca3fe2e0,35051070e572e47d2c26c241ab88307f,4921f95baf824205e1b13f22d60357a1,40,18,1692,495,2011-12-15,2011-12-29,2011-12-24,4,60,63.693,60.00,0.00,3821.580,60.00
3416a75f4cea9109507cacd8e2f2aefc,b534ba68236ba543ae44b22bd110a1d6,4921f95baf824205e1b13f22d60357a1,41,18,1692,496,2011-12-15,2011-12-29,2011-12-24,4,60,48.909,60.00,0.00,2934.540,60.00
a1d0c6e83f027327d8461063f4ac58a6,8b6dd7db9af49e67306feb59a8bdc52c,5cf21ce30208cfffaa832c6e44bb567d,42,19,1696,908,2011-12-15,2011-12-29,2011-12-24,4,550,21.0945,550.00,0.00,11601.9750,550.00
17e62166fc8586dfa4d1bc0e1742c08b,a4300b002bcfb71f291dac175d52df94,5cf21ce30208cfffaa832c6e44bb567d,43,19,1696,909,2011-12-15,2011-12-29,2011-12-24,4,550,30.4395,550.00,0.00,16741.7250,550.00
f7177163c833dff4b38fc8d2872f1ec6,e205ee2a5de471a70c1fd1b46033a75f,5cf21ce30208cfffaa832c6e44bb567d,44,19,1696,910,2011-12-15,2011-12-29,2011-12-24,4,550,40.9395,550.00,0.00,22516.7250,550.00
6c8349cc7260ae62e3b1396831a8398f,b56a18e0eacdf51aa2a5306b0f533204,5cf21ce30208cfffaa832c6e44bb567d,45,19,1696,911,2011-12-15,2011-12-29,2011-12-24,4,550,21.0945,550.00,0.00,11601.9750,550.00
d9d4f495e875a2e075a1a4a6e1b9770f,2a9d121cd9c3a1832bb6d2cc6bd7a8a7,5cf21ce30208cfffaa832c6e44bb567d,46,19,1696,912,2011-12-15,2011-12-29,2011-12-24,4,550,30.4395,550.00,0.00,16741.7250,550.00
67c6a1e7ce56d3d6fa748ab6d9af3fd7,ff4d5fbbafdf976cfdc032e3bde78de5,49b8b4f95f02e055801da3b4f58e28b7,47,20,1504,506,2011-12-15,2011-12-29,2011-12-24,4,60,9.198,60.00,0.00,551.880,60.00
642e92efb79421734881b53e1e1b18b6,efe937780e95574250dabe07151bdc23,f337d999d9ad116a7b4f3d409fcc6480,48,21,1544,351,2011-12-15,2011-12-29,2011-12-24,4,550,5.775,550.00,0.00,3176.250,550.00
f457c545a9ded88f18ecee47145a72c0,371bce7dc83817b7893bcdeed13799b5,f337d999d9ad116a7b4f3d409fcc6480,49,21,1544,352,2011-12-15,2011-12-29,2011-12-24,4,550,1.155,550.00,0.00,635.250,550.00
c0c7c76d30bd3dcaefc96f40275bdc0a,ca9c267dad0305d1a6308d2a0cf1c39c,f337d999d9ad116a7b4f3d409fcc6480,50,21,1544,679,2011-12-15,2011-12-29,2011-12-24,4,550,5.775,550.00,27.00,3176.250,523.00
2838023a778dfaecdc212708f721b788,2d6cc4b2d139a53512fb8cbb3086ae2e,cb8acb1dc9821bf74e6ca9068032d623,51,22,1530,507,2011-12-15,2011-12-29,2011-12-24,4,550,23.394,550.00,82.00,12866.700,468.00
9a1158154dfa42caddbd0694a4e9bdc8,389bc7bb1e1c2a5e7e147703232a88f6,cb8acb1dc9821bf74e6ca9068032d623,52,22,1530,508,2011-12-15,2011-12-29,2011-12-24,4,550,27.6465,550.00,0.00,15205.5750,550.00
d82c8d1619ad8176d665453cfb2e55f0,82cec96096d4281b7c95cd7e74623496,ebd6d2f5d60ff9afaeda1a81fc53e2d0,53,23,1508,355,2011-12-15,2011-12-29,2011-12-24,4,550,1.365,550.00,0.00,750.750,550.00
a684eceee76fc522773286a895bc8436,8d6dc35e506fc23349dd10ee68dabb64,ebd6d2f5d60ff9afaeda1a81fc53e2d0,54,23,1508,940,2011-12-15,2011-12-29,2011-12-24,4,550,62.9895,550.00,0.00,34644.2250,550.00
b53b3a3d6ab90ce0268229151c9bde11,33e8075e9970de0cfea955afd4644bb2,ebd6d2f5d60ff9afaeda1a81fc53e2d0,55,23,1508,535,2011-12-15,2011-12-29,2011-12-24,4,550,3.486,550.00,0.00,1917.300,550.00
9f61408e3afb633e50cdf1b20de6f466,efe937780e95574250dabe07151bdc23,26751be1181460baf78db8d5eb7aad39,56,24,1694,351,2011-12-15,2011-12-29,2011-12-24,3,550,6.195,550.00,550.00,3407.250,0.00
72b32a1f754ba1c09b3695e0cb6cde7f,371bce7dc83817b7893bcdeed13799b5,26751be1181460baf78db8d5eb7aad39,57,24,1694,352,2011-12-15,2011-12-29,2011-12-24,3,550,1.47,550.00,550.00,808.50,0.00
66f041e16a60928b05a7e228a89c3799,2d6cc4b2d139a53512fb8cbb3086ae2e,9327969053c0068dd9e07c529866b94d,58,25,1624,507,2011-12-15,2011-12-29,2011-12-24,4,550,22.1655,550.00,0.00,12191.0250,550.00
093f65e080a295f8076b1c5722a46aa2,389bc7bb1e1c2a5e7e147703232a88f6,9327969053c0068dd9e07c529866b94d,59,25,1624,508,2011-12-15,2011-12-29,2011-12-24,4,550,29.2845,523.00,0.00,16106.4750,523.00
072b030ba126b2f4b2374f342be9ed44,559cb990c9dffd8675f6bc2186971dc2,35464c848f410e55a13bb9d78e7fddd0,60,26,1548,491,2011-12-15,2011-12-29,2011-12-24,4,3,19.9815,3.00,0.00,59.9445,3.00
7f39f8317fbdb1988ef4c628eba02591,3dd48ab31d016ffcbf3314df2b3cb9ce,9c19a2aa1d84e04b0bd4bc888792bd1e,61,27,1598,341,2011-12-15,2011-12-29,2011-12-24,4,3,41.1705,3.00,0.00,123.5115,3.00
44f683a84163b3523afe57c2e008bc8c,58238e9ae2dd305d79c2ebc8c1883422,9c19a2aa1d84e04b0bd4bc888792bd1e,62,27,1598,342,2011-12-15,2011-12-29,2011-12-24,4,3,39.0705,3.00,0.00,117.2115,3.00
03afdbd66e7929b125f8597834fa83a4,3ad7c2ebb96fcba7cda0cf54a2e802f5,9c19a2aa1d84e04b0bd4bc888792bd1e,63,27,1598,343,2011-12-15,2011-12-29,2011-12-24,4,3,43.344,3.00,0.00,130.032,3.00
ea5d2f1c4608232e07d3aa3d998e5135,b3967a0e938dc2a6340e258630febd5a,9c19a2aa1d84e04b0bd4bc888792bd1e,64,27,1598,344,2011-12-15,2011-12-29,2011-12-24,4,3,39.0705,3.00,0.00,117.2115,3.00
fc490ca45c00b1249bbe3554a4fdf6fb,d81f9c1be2e08964bf9f24b15f0e4900,9c19a2aa1d84e04b0bd4bc888792bd1e,65,27,1598,345,2011-12-15,2011-12-29,2011-12-24,4,3,36.9705,3.00,0.00,110.9115,3.00
3295c76acbf4caaed33c36b1b5fc2cb1,13f9896df61279c928f19721878fac41,9c19a2aa1d84e04b0bd4bc888792bd1e,66,27,1598,346,2011-12-15,2011-12-29,2011-12-24,4,3,41.244,3.00,0.00,123.732,3.00
735b90b4568125ed6c3f678819b6e058,e820a45f1dfc7b95282d10b6087e11c0,c0560792e4a3c79e62f76cbf9fb277dd,67,28,1658,935,2011-12-15,2011-12-29,2011-12-24,4,550,31.4895,550.00,0.00,17319.2250,550.00
a3f390d88e4c41f2747bfa2f1b5f87db,90794e3b050f815354e3e29e977a88ab,c0560792e4a3c79e62f76cbf9fb277dd,68,28,1658,936,2011-12-15,2011-12-29,2011-12-24,4,550,48.2895,550.00,0.00,26559.2250,550.00
14bfa6bb14875e45bba028a21ed38046,f61d6947467ccd3aa5af24db320235dd,b5a1fc2085986034e448d2ccc5bb9703,69,29,1536,375,2012-01-08,2012-01-22,2012-01-17,4,3,43.344,3.00,0.00,130.032,3.00
7cbbc409ec990f19c78c75bd1e06f215,142949df56ea8ae0be8b5306971900a4,b5a1fc2085986034e448d2ccc5bb9703,70,29,1536,376,2012-01-08,2012-01-22,2012-01-17,4,3,39.0705,3.00,0.00,117.2115,3.00
e2c420d928d4bf8ce0ff2ec19b371514,d34ab169b70c9dcd35e62896010cd9ff,b5a1fc2085986034e448d2ccc5bb9703,71,29,1536,377,2012-01-08,2012-01-22,2012-01-17,4,3,36.9705,3.00,0.00,110.9115,3.00
32bb90e8976aab5298d5da10fe66f21d,8bf1211fd4b7b94528899de0a43b9fb3,b5a1fc2085986034e448d2ccc5bb9703,72,29,1536,378,2012-01-08,2012-01-22,2012-01-17,4,3,41.244,3.00,0.00,123.732,3.00
d2ddea18f00665ce8623e36bd4e3c7c5,a02ffd91ece5e7efeb46db8f10a74059,b5a1fc2085986034e448d2ccc5bb9703,73,29,1536,379,2012-01-08,2012-01-22,2012-01-17,4,3,36.9705,3.00,0.00,110.9115,3.00
ad61ab143223efbc24c7d2583be69251,598b3e71ec378bd83e0a727608b5db01,dfa92d8f817e5b08fcaafb50d03763cf,74,30,1568,476,2012-01-08,2012-01-22,2012-01-17,4,550,15.8865,550.00,0.00,8737.5750,550.00
d09bf41544a3365a46c9077ebb5e35c3,74071a673307ca7459bcf75fbd024e09,dfa92d8f817e5b08fcaafb50d03763cf,75,30,1568,477,2012-01-08,2012-01-22,2012-01-17,4,550,11.6655,550.00,55.00,6416.0250,495.00
fbd7939d674997cdb4692d34de8633c4,cfee398643cbc3dc5eefc89334cacdc1,dfa92d8f817e5b08fcaafb50d03763cf,76,30,1568,478,2012-01-08,2012-01-22,2012-01-17,4,550,11.088,550.00,0.00,6098.400,550.00
28dd2c7955ce926456240b2ff0100bde,69cb3ea317a32c4e6143e665fdb20b14,7437d136770f5b35194cb46c1653efaa,77,31,1648,402,2012-01-08,2012-01-22,2012-01-17,4,3,47.4705,3.00,0.00,142.4115,3.00
35f4a8d465e6e1edc05f3d8ab658c551,087408522c31eeb1f982bc0eaf81d35f,e4873aa9a05cc5ed839561d121516766,78,32,1646,510,2012-01-08,2012-01-22,2012-01-17,4,550,23.079,550.00,82.00,12693.450,468.00
d1fe173d08e959397adf34b1d77e88d7,a760880003e7ddedfef56acb3b09697f,e4873aa9a05cc5ed839561d121516766,79,32,1646,511,2012-01-08,2012-01-22,2012-01-17,4,550,29.274,550.00,0.00,16100.700,550.00
f033ab37c30201f73f142449d037028d,bbf94b34eb32268ada57a3be5062fe7d,2451041557a22145b3701b0184109cab,80,33,1672,403,2012-01-16,2012-01-30,2012-01-25,4,3,45.3705,3.00,0.00,136.1115,3.00
43ec517d68b6edd3015b3edc9a11367b,4f4adcbf8c6f66dcfc8a3282ac2bf10a,2451041557a22145b3701b0184109cab,81,33,1672,404,2012-01-16,2012-01-30,2012-01-25,4,3,49.644,3.00,0.00,148.932,3.00
9778d5d219c5080b9a6a17bef029331c,bbcbff5c1f1ded46c25d28119a85c6c2,2451041557a22145b3701b0184109cab,82,33,1672,405,2012-01-16,2012-01-30,2012-01-25,4,3,45.3705,3.00,0.00,136.1115,3.00
fe9fc289c3ff0af142b6d3bead98a923,69421f032498c97020180038fddb8e24,9e984c108157cea74c894b5cf34efc44,83,34,1600,525,2012-01-16,2012-01-30,2012-01-25,3,550,2.3205,550.00,550.00,1276.2750,0.00
68d30a9594728bc39aa24be94b319d21,85422afb467e9456013a2a51d4dff702,3fb451ca2e89b3a13095b059d8705b15,84,35,1522,526,2012-01-16,2012-01-30,2012-01-25,4,550,3.6435,550.00,0.00,2003.9250,550.00
3ef815416f775098fe977004015c6193,8b6dd7db9af49e67306feb59a8bdc52c,7949e456002b28988d38185bd30e77fd,85,36,1570,908,2012-01-16,2012-01-30,2012-01-25,4,550,21.0945,468.00,0.00,11601.9750,468.00
93db85ed909c13838ff95ccfa94cebd9,a4300b002bcfb71f291dac175d52df94,7949e456002b28988d38185bd30e77fd,86,36,1570,909,2012-01-16,2012-01-30,2012-01-25,4,550,30.4395,550.00,0.00,16741.7250,550.00
c7e1249ffc03eb9ded908c236bd1996d,8b5040a8a5baf3e0e67386c2e3a9b903,7949e456002b28988d38185bd30e77fd,87,36,1570,913,2012-01-16,2012-01-30,2012-01-25,4,550,40.9395,550.00,0.00,22516.7250,550.00
2a38a4a9316c49e5a833517c45d31070,6c524f9d5d7027454a783c841250ba71,490640b43519c77281cb2f8471e61a71,88,37,1516,356,2012-01-16,2012-01-30,2012-01-25,4,60,3.6015,60.00,0.00,216.0900,60.00
7647966b7343c29048673252e490f736,fb7b9ffa5462084c5f4e7e85a093e6d7,490640b43519c77281cb2f8471e61a71,89,37,1516,357,2012-01-16,2012-01-30,2012-01-25,4,60,3.9795,60.00,0.00,238.7700,60.00
8613985ec49eb8f757ae6439e879bb2a,e820a45f1dfc7b95282d10b6087e11c0,b5488aeff42889188d03c9895255cecc,90,38,1506,935,2012-01-16,2012-01-30,2012-01-25,4,550,31.4895,550.00,0.00,17319.2250,550.00
54229abfcfa5649e7003b83dd4755294,90794e3b050f815354e3e29e977a88ab,b5488aeff42889188d03c9895255cecc,91,38,1506,936,2012-01-16,2012-01-30,2012-01-25,4,550,48.2895,550.00,0.00,26559.2250,550.00
92cc227532d17e56e07902b254dfad10,ba2fd310dcaa8781a9a652a31baf3c68,bc573864331a9e42e4511de6f678aa83,92,39,1626,524,2012-01-16,2012-01-30,2012-01-25,4,550,12.9675,550.00,0.00,7132.1250,550.00
98dce83da57b0395e163467c9dae521b,b56a18e0eacdf51aa2a5306b0f533204,d010396ca8abf6ead8cacc2c2f2f26c7,93,40,1542,911,2012-01-16,2012-01-30,2012-01-25,4,550,21.0945,550.00,0.00,11601.9750,550.00
f4b9ec30ad9f68f89b29639786cb62ef,2a9d121cd9c3a1832bb6d2cc6bd7a8a7,d010396ca8abf6ead8cacc2c2f2f26c7,94,40,1542,912,2012-01-16,2012-01-30,2012-01-25,4,550,30.4395,550.00,55.00,16741.7250,495.00
812b4ba287f5ee0bc9d43bbf5bbe87fb,e205ee2a5de471a70c1fd1b46033a75f,a14ac55a4f27472c5d894ec1c3c743d2,95,41,1610,910,2012-01-16,2012-01-30,2012-01-25,4,550,40.9395,550.00,0.00,22516.7250,550.00
26657d5ff9020d2abefe558796b99584,b7892fb3c2f009c65f686f6355c895b5,7e230522657ecdc50e4249581b861f8e,96,42,1638,937,2012-01-16,2012-01-30,2012-01-25,4,550,62.9895,550.00,82.00,34644.2250,468.00
e2ef524fbf3d9fe611d5a8e90fefdc9c,428fca9bc1921c25c5121f9da7815cde,b710915795b9e9c02cf10d6d2bdb688c,97,43,1582,463,2012-01-16,2012-01-30,2012-01-25,4,3,47.523,3.00,0.00,142.569,3.00
ed3d2c21991e3bef5e069713af9fa6ca,f1b6f2857fb6d44dd73c7041e0aa0f19,b710915795b9e9c02cf10d6d2bdb688c,98,43,1582,464,2012-01-16,2012-01-30,2012-01-25,4,3,45.423,3.00,0.00,136.269,3.00
ac627ab1ccbdb62ec96e702f07f6425b,68ce199ec2c5517597ce0a4d89620f55,b710915795b9e9c02cf10d6d2bdb688c,99,43,1582,465,2012-01-16,2012-01-30,2012-01-25,4,3,49.6965,3.00,0.00,149.0895,3.00
f899139df5e1059396431415e770c6dd,51d92be1c60d1db1d2e5e7a07da55b26,41a60377ba920919939d83326ebee5a1,100,44,1510,462,2012-01-16,2012-01-30,2012-01-25,3,3,47.6805,3.00,3.00,143.0415,0.00
38b3eff8baf56627478ec76a704e9b52,087408522c31eeb1f982bc0eaf81d35f,e60e81c4cbe5171cd654662d9887aec2,101,45,1526,510,2012-01-16,2012-01-30,2012-01-25,4,550,23.4045,550.00,0.00,12872.4750,550.00
ec8956637a99787bd197eacd77acce5e,a760880003e7ddedfef56acb3b09697f,e60e81c4cbe5171cd654662d9887aec2,102,45,1526,511,2012-01-16,2012-01-30,2012-01-25,4,550,27.867,523.00,0.00,15326.850,523.00
6974ce5ac660610b44d9b9fed0ff9548,13f320e7b5ead1024ac95c3b208610db,89f03f7d02720160f1b04cf5b27f5ccb,103,46,1644,527,2012-01-16,2012-01-30,2012-01-25,4,550,6.7515,468.00,0.00,3713.3250,468.00
c9e1074f5b3f9fc8ea15d152add07294,74bba22728b6185eec06286af6bec36d,11d0e6287202fced83f79975ec59a3a6,104,47,1680,938,2012-01-16,2012-01-30,2012-01-25,4,550,31.4895,550.00,0.00,17319.2250,550.00
65b9eea6e1cc6bb9f0cd2a47751a186f,3df1d4b96d8976ff5986393e8767f5b2,11d0e6287202fced83f79975ec59a3a6,105,47,1680,939,2012-01-16,2012-01-30,2012-01-25,4,550,48.2895,550.00,0.00,26559.2250,550.00
f0935e4cd5920aa6c7c996a5ee53a70f,e2230b853516e7b05d79744fbd4c9c13,11d0e6287202fced83f79975ec59a3a6,106,47,1680,509,2012-01-16,2012-01-30,2012-01-25,4,550,36.2775,550.00,0.00,19952.6250,550.00
a97da629b098b75c294dffdc3e463904,55a7cf9c71f1c9c495413f934dd1a158,277281aada22045c03945dcb2ca6f2ec,107,48,1584,492,2012-01-16,2012-01-30,2012-01-25,4,60,50.7465,60.00,0.00,3044.7900,60.00
a3c65c2974270fd093ee8a9bf8ae7d0b,2f55707d4193dc27118a0f19a1985716,277281aada22045c03945dcb2ca6f2ec,108,48,1584,493,2012-01-16,2012-01-30,2012-01-25,4,60,58.2645,60.00,0.00,3495.8700,60.00
2723d092b63885e0d7c260cc007e8b9d,1be3bc32e6564055d5ca3e5a354acbef,277281aada22045c03945dcb2ca6f2ec,109,48,1584,494,2012-01-16,2012-01-30,2012-01-25,4,60,50.7465,60.00,0.00,3044.7900,60.00
5f93f983524def3dca464469d2cf9f3e,35051070e572e47d2c26c241ab88307f,277281aada22045c03945dcb2ca6f2ec,110,48,1584,495,2012-01-16,2012-01-30,2012-01-25,4,60,62.9265,60.00,0.00,3775.5900,60.00
698d51a19d8a121ce581499d7b701668,b534ba68236ba543ae44b22bd110a1d6,277281aada22045c03945dcb2ca6f2ec,111,48,1584,496,2012-01-16,2012-01-30,2012-01-25,4,60,49.6545,60.00,0.00,2979.2700,60.00
7f6ffaa6bb0b408017b62254211691b5,2bb232c0b13c774965ef8558f0fbd615,806beafe154032a5b818e97b4420ad98,112,49,1620,523,2012-01-20,2012-02-03,2012-01-29,4,550,10.3845,550.00,0.00,5711.4750,550.00
