product_inventory_key,product_key,location_key,product_id,location_id,shelf,bin,quantity
ed05c7fab76614fe98009b4dc112e83c,6faa8040da20ef399b63a72d0e4ab575,e4da3b7fbbce2345d7772b0674a318d5,329,5,A,9,558
876765a02a8ab9b77ad2ea4e9f595b7b,6faa8040da20ef399b63a72d0e4ab575,d3d9446802a44259755d38e6d163e820,329,10,D,2,576
81e83fc9bf058f0d8348db2870f58d40,6faa8040da20ef399b63a72d0e4ab575,c0c7c76d30bd3dcaefc96f40275bdc0a,329,50,A,15,467
a5f57e8570ed131452082e5d6d1fb139,fe73f687e5bc5280214e0486b273a5f9,e4da3b7fbbce2345d7772b0674a318d5,330,5,A,10,548
effea670993e7223196ce6439cf1cf8e,fe73f687e5bc5280214e0486b273a5f9,d3d9446802a44259755d38e6d163e820,330,10,D,3,566
ea2cd00512ff4d0674dc28cf86635732,fe73f687e5bc5280214e0486b273a5f9,c0c7c76d30bd3dcaefc96f40275bdc0a,330,50,A,16,457
de6828263e8b167811da0803460915df,6da37dd3139aa4d9aa55b8d237ec5d4a,e4da3b7fbbce2345d7772b0674a318d5,331,5,J,5,574
c3b0e5a0d667052144c8ef833411f0b8,6da37dd3139aa4d9aa55b8d237ec5d4a,d3d9446802a44259755d38e6d163e820,331,10,C,6,441
beeb130e4a99871ae0db0e79caccce6e,6da37dd3139aa4d9aa55b8d237ec5d4a,c0c7c76d30bd3dcaefc96f40275bdc0a,331,50,A,12,390
005c0696a4164256f0eb44b2e88f4975,c042f4db68f23406c6cecf84a7ebb0fe,e4da3b7fbbce2345d7772b0674a318d5,332,5,J,6,344
22c022bcea0923ed741f282365754145,c042f4db68f23406c6cecf84a7ebb0fe,d3d9446802a44259755d38e6d163e820,332,10,C,7,233
58f78370415d188d4ca4bae3638ed7ca,c042f4db68f23406c6cecf84a7ebb0fe,c0c7c76d30bd3dcaefc96f40275bdc0a,332,50,A,13,267
74eb2625574bfd786f8a7f591a18cc42,3dd48ab31d016ffcbf3314df2b3cb9ce,c4ca4238a0b923820dcc509a6f75849b,341,1,E,4,372
cac9a72d85b2d24f47942206e072356c,3dd48ab31d016ffcbf3314df2b3cb9ce,c0c7c76d30bd3dcaefc96f40275bdc0a,341,50,G,10,392
73fbc2937656c0c29daaa7782325454e,3dd48ab31d016ffcbf3314df2b3cb9ce,072b030ba126b2f4b2374f342be9ed44,341,60,S,1,339
4037487d6184209cc06094feafc1fa8b,58238e9ae2dd305d79c2ebc8c1883422,c4ca4238a0b923820dcc509a6f75849b,342,1,E,5,369
26e0378b6034a524ba3c2c5e8f837474,58238e9ae2dd305d79c2ebc8c1883422,c0c7c76d30bd3dcaefc96f40275bdc0a,342,50,G,12,388
5143e545e3246b20e7c00096cb5dddca,58238e9ae2dd305d79c2ebc8c1883422,072b030ba126b2f4b2374f342be9ed44,342,60,G,11,336
03a669afd89385ccd27f76534c492199,3ad7c2ebb96fcba7cda0cf54a2e802f5,c4ca4238a0b923820dcc509a6f75849b,343,1,E,6,568
4f896a6aa73e33ba0bcf8d974b40724f,3ad7c2ebb96fcba7cda0cf54a2e802f5,c0c7c76d30bd3dcaefc96f40275bdc0a,343,50,S,3,606
870d91a44dc57178008a4d8cb3589675,3ad7c2ebb96fcba7cda0cf54a2e802f5,072b030ba126b2f4b2374f342be9ed44,343,60,S,2,499
b3f5ce927bcb334d3af2c8d656866e98,b3967a0e938dc2a6340e258630febd5a,c4ca4238a0b923820dcc509a6f75849b,344,1,E,7,358
cd06e5e457f49cf0347f943b5c26c3fc,b3967a0e938dc2a6340e258630febd5a,c0c7c76d30bd3dcaefc96f40275bdc0a,344,50,G,14,332
f42d017c4180407252a0bc606bcec977,b3967a0e938dc2a6340e258630febd5a,072b030ba126b2f4b2374f342be9ed44,344,60,G,13,382
44534b32d904ace53731db2bed5add58,d81f9c1be2e08964bf9f24b15f0e4900,c4ca4238a0b923820dcc509a6f75849b,345,1,E,8,321
12edcee8c6912cdfba43d4745ace33bd,d81f9c1be2e08964bf9f24b15f0e4900,c0c7c76d30bd3dcaefc96f40275bdc0a,345,50,G,15,315
b16ed09a347969f8a212f80cc62b3480,d81f9c1be2e08964bf9f24b15f0e4900,072b030ba126b2f4b2374f342be9ed44,345,60,S,4,300
9fbf61143f52fd6622a68febe0bea217,13f9896df61279c928f19721878fac41,c4ca4238a0b923820dcc509a6f75849b,346,1,E,9,585
3e0335841a85625cf989955824560560,13f9896df61279c928f19721878fac41,c0c7c76d30bd3dcaefc96f40275bdc0a,346,50,S,6,476
d69b45c72fa73b8edfbfb118c94e6c48,13f9896df61279c928f19721878fac41,072b030ba126b2f4b2374f342be9ed44,346,60,S,5,641
5fbdd575688108ae5cbed3d3c3201bca,c5ff2543b53f4cc0ad3819a36752467b,c4ca4238a0b923820dcc509a6f75849b,347,1,E,10,318
ce7bbd70bbd9d09944a77fdc478dc578,c5ff2543b53f4cc0ad3819a36752467b,c0c7c76d30bd3dcaefc96f40275bdc0a,347,50,G,17,246
d6d005938f9d3aa216d45036944b91b4,c5ff2543b53f4cc0ad3819a36752467b,072b030ba126b2f4b2374f342be9ed44,347,60,G,16,332
2a3081f4159f85039a4f539a4b802770,01386bd6d8e091c2ab4c7c7de644d37b,c4ca4238a0b923820dcc509a6f75849b,348,1,E,11,323
505eea50b4afc44a8e050820d2320ef2,01386bd6d8e091c2ab4c7c7de644d37b,c0c7c76d30bd3dcaefc96f40275bdc0a,348,50,S,8,251
9628e4c5abf60a94cb915b804094bbbd,01386bd6d8e091c2ab4c7c7de644d37b,072b030ba126b2f4b2374f342be9ed44,348,60,S,7,337
e9b7cd1488b1b3c7cc6700b8d16d49b3,0bb4aec1710521c12ee76289d9440817,c4ca4238a0b923820dcc509a6f75849b,349,1,E,12,328
37c8db50d368410f6dbcc87d6eae7afc,0bb4aec1710521c12ee76289d9440817,c0c7c76d30bd3dcaefc96f40275bdc0a,349,50,G,18,256
caf06d9a802ef50d357787c57e42ee09,0bb4aec1710521c12ee76289d9440817,072b030ba126b2f4b2374f342be9ed44,349,60,S,9,342
f99e345afad52286bd16afc2795b8aad,9de6d14fff9806d4bcd1ef555be766cd,e4da3b7fbbce2345d7772b0674a318d5,350,5,J,2,622
008f82a1428814309e6d73ba3647fb22,9de6d14fff9806d4bcd1ef555be766cd,d3d9446802a44259755d38e6d163e820,350,10,C,3,406
c787aa2cad66d3838d0569b26c67dea9,9de6d14fff9806d4bcd1ef555be766cd,c0c7c76d30bd3dcaefc96f40275bdc0a,350,50,A,2,313
d4d0a4d55523c7b575cd5dd762722d8a,efe937780e95574250dabe07151bdc23,e4da3b7fbbce2345d7772b0674a318d5,351,5,J,3,179
e52d93cb7099478f4b4519b4d8b4b1da,efe937780e95574250dabe07151bdc23,d3d9446802a44259755d38e6d163e820,351,10,C,4,281
2faf16edf9ea6a07dd53256dfe2f49cd,efe937780e95574250dabe07151bdc23,c0c7c76d30bd3dcaefc96f40275bdc0a,351,50,A,3,145
773d18a33176fd6ea04364d2bf43de27,371bce7dc83817b7893bcdeed13799b5,e4da3b7fbbce2345d7772b0674a318d5,352,5,J,10,300
fd206f3735d2434956f8bb72cc4e4e29,371bce7dc83817b7893bcdeed13799b5,d3d9446802a44259755d38e6d163e820,352,10,C,1,278
334f0f3b2ab4c8529513a0f83f622337,371bce7dc83817b7893bcdeed13799b5,c0c7c76d30bd3dcaefc96f40275bdc0a,352,50,A,20,195
9144ce64467dd382bc9bceb03fc78434,82cec96096d4281b7c95cd7e74623496,c4ca4238a0b923820dcc509a6f75849b,355,1,D,16,276
dcae39a2c55c0b155283b045a69901fc,82cec96096d4281b7c95cd7e74623496,1679091c5a880faf6fb5e6087eb1b2dc,355,6,H,16,257
28d017c54f4f1d143ae5ccbe25c761f8,82cec96096d4281b7c95cd7e74623496,c0c7c76d30bd3dcaefc96f40275bdc0a,355,50,C,1,289
60c8bf5d3e77e61a3c8518754a97ea77,6c524f9d5d7027454a783c841250ba71,c4ca4238a0b923820dcc509a6f75849b,356,1,D,17,262
7bf4aa0c746f405a1696a74f28a3a904,6c524f9d5d7027454a783c841250ba71,1679091c5a880faf6fb5e6087eb1b2dc,356,6,H,17,243
f3d05c596ebcd9108e9257ed246b6c69,6c524f9d5d7027454a783c841250ba71,c0c7c76d30bd3dcaefc96f40275bdc0a,356,50,C,2,275
86a14cd60040bf2fe341adfcf66a3f53,fb7b9ffa5462084c5f4e7e85a093e6d7,c4ca4238a0b923820dcc509a6f75849b,357,1,D,18,248
31104169a0d476766d1ac3a83f0670a5,fb7b9ffa5462084c5f4e7e85a093e6d7,1679091c5a880faf6fb5e6087eb1b2dc,357,6,H,18,228
6534de971f3c4e21416f2539806bf07f,fb7b9ffa5462084c5f4e7e85a093e6d7,c0c7c76d30bd3dcaefc96f40275bdc0a,357,50,C,3,260
838844c305f675faca7d2e9ffdabcd53,aa942ab2bfa6ebda4840e7360ce6e7ef,c4ca4238a0b923820dcc509a6f75849b,358,1,D,19,233
f0381412f762632c9b915b975003cc12,aa942ab2bfa6ebda4840e7360ce6e7ef,1679091c5a880faf6fb5e6087eb1b2dc,358,6,H,19,214
381ca2b91dd95045f8c7b22b81264986,aa942ab2bfa6ebda4840e7360ce6e7ef,c0c7c76d30bd3dcaefc96f40275bdc0a,358,50,C,4,246
2b2487fe604e319b9682faa4e43174c6,c058f544c737782deacefa532d9add4c,c4ca4238a0b923820dcc509a6f75849b,359,1,C,8,369
fbd690eca9ba6bc18146ff37b4ab78e4,c058f544c737782deacefa532d9add4c,1679091c5a880faf6fb5e6087eb1b2dc,359,6,R,1,360
c74093d45ea3d122b74538d96ac1f26d,c058f544c737782deacefa532d9add4c,c0c7c76d30bd3dcaefc96f40275bdc0a,359,50,E,1,374
ff2f28975e9004bbdbe869886de74157,e7b24b112a44fdd9ee93bdf998c6ca0e,c4ca4238a0b923820dcc509a6f75849b,360,1,C,9,363
0ea91f4a4c14a0fb267274dc083ebf67,e7b24b112a44fdd9ee93bdf998c6ca0e,1679091c5a880faf6fb5e6087eb1b2dc,360,6,R,2,353
1acf177ece9389ad1e2a217389fd6331,e7b24b112a44fdd9ee93bdf998c6ca0e,c0c7c76d30bd3dcaefc96f40275bdc0a,360,50,E,2,368
98a9c073d0f1f41f0af743225d993742,52720e003547c70561bf5e03b95aa99f,c4ca4238a0b923820dcc509a6f75849b,361,1,C,10,499
4250118df434dd3165a9b5d6034987e4,52720e003547c70561bf5e03b95aa99f,1679091c5a880faf6fb5e6087eb1b2dc,361,6,R,3,601
3d152c3b0d649de6c53cd7c6645352f4,52720e003547c70561bf5e03b95aa99f,c0c7c76d30bd3dcaefc96f40275bdc0a,361,50,E,3,531
23d7cf7bf1887701db85a7f4fa585f0f,c3e878e27f52e2a57ace4d9a76fd9acf,c4ca4238a0b923820dcc509a6f75849b,362,1,C,11,377
fdfe9afb151c72b2ab304aa9f4c558d1,c3e878e27f52e2a57ace4d9a76fd9acf,1679091c5a880faf6fb5e6087eb1b2dc,362,6,R,4,315
67a10d34d45c4c6e794cc047be0370e6,c3e878e27f52e2a57ace4d9a76fd9acf,c0c7c76d30bd3dcaefc96f40275bdc0a,362,50,E,4,334
996a79092f5b8bfd9162c4f5416825a5,00411460f7c92d2124a67ea0f4cb5f85,c4ca4238a0b923820dcc509a6f75849b,363,1,C,12,499
4a37619e14850a793788eee18fb498a7,00411460f7c92d2124a67ea0f4cb5f85,1679091c5a880faf6fb5e6087eb1b2dc,363,6,R,5,643
c2171f8a4c4ffc20568d16247abfd2d4,00411460f7c92d2124a67ea0f4cb5f85,c0c7c76d30bd3dcaefc96f40275bdc0a,363,50,E,5,619
8b497dd9843806da68c1b8bcde63e65d,bac9162b47c56fc8a4d2a519803d51b3,c4ca4238a0b923820dcc509a6f75849b,364,1,C,13,368
a43ea20a29d1a706b2f5076b7c131518,bac9162b47c56fc8a4d2a519803d51b3,1679091c5a880faf6fb5e6087eb1b2dc,364,6,R,6,358
b5893958ac408c4eb5caffc0c976d67d,bac9162b47c56fc8a4d2a519803d51b3,c0c7c76d30bd3dcaefc96f40275bdc0a,364,50,E,6,326
b893311df43afd61c081a5a83aeccb10,9be40cee5b0eee1462c82c6964087ff9,c4ca4238a0b923820dcc509a6f75849b,365,1,C,14,411
e94bba5d8cbe10fc14f88d7139cbd34e,9be40cee5b0eee1462c82c6964087ff9,1679091c5a880faf6fb5e6087eb1b2dc,365,6,R,7,691
692cd5230cdf28ecf2b84d72617577db,9be40cee5b0eee1462c82c6964087ff9,c0c7c76d30bd3dcaefc96f40275bdc0a,365,50,E,7,619
8b48ccd32b068651d8e39b1b8455b8a3,5ef698cd9fe650923ea331c15af3b160,c4ca4238a0b923820dcc509a6f75849b,366,1,C,15,318
584125580a58cd45d32e9eabe2379951,5ef698cd9fe650923ea331c15af3b160,1679091c5a880faf6fb5e6087eb1b2dc,366,6,R,8,299
28f7ab99b4ff84b2c3c836beb2f435fe,5ef698cd9fe650923ea331c15af3b160,c0c7c76d30bd3dcaefc96f40275bdc0a,366,50,E,8,412
8bc87329666c3c9b0626a039f9c7c721,05049e90fa4f5039a8cadc6acbb4b2cc,c4ca4238a0b923820dcc509a6f75849b,367,1,C,16,643
1dead900587dd3219040fa5ade277680,05049e90fa4f5039a8cadc6acbb4b2cc,1679091c5a880faf6fb5e6087eb1b2dc,367,6,R,9,689
6cec6822cf71f9311b8e9105e64ac44c,05049e90fa4f5039a8cadc6acbb4b2cc,c0c7c76d30bd3dcaefc96f40275bdc0a,367,50,E,9,569
1933aafe1c3a3e8fb4e3ebd58ff4b4a7,cf004fdc76fa1a4f25f62e0eb5261ca3,c4ca4238a0b923820dcc509a6f75849b,368,1,C,17,369
99799769a76990c74a15a5530799dd58,cf004fdc76fa1a4f25f62e0eb5261ca3,1679091c5a880faf6fb5e6087eb1b2dc,368,6,R,10,360
a6560288db36f1a205dfe0c939df7b36,cf004fdc76fa1a4f25f62e0eb5261ca3,c0c7c76d30bd3dcaefc96f40275bdc0a,368,50,E,10,374
bec9f88dc7e5530c390f59fca5bb3f58,0c74b7f78409a4022a2c4c5a5ca3ee19,c4ca4238a0b923820dcc509a6f75849b,369,1,C,18,363
bc45e8fdc61a08c894b4aaf525a134c0,0c74b7f78409a4022a2c4c5a5ca3ee19,1679091c5a880faf6fb5e6087eb1b2dc,369,6,R,11,353
67bfdd99e4417158d3cb179a1d03b7de,0c74b7f78409a4022a2c4c5a5ca3ee19,c0c7c76d30bd3dcaefc96f40275bdc0a,369,50,E,11,368
1e6ff77ab01c0f7f4f9a0a3ea7d8f836,d709f38ef758b5066ef31b18039b8ce5,c4ca4238a0b923820dcc509a6f75849b,370,1,C,19,252
97818e82e633aad52f3b5095906f4057,d709f38ef758b5066ef31b18039b8ce5,1679091c5a880faf6fb5e6087eb1b2dc,370,6,R,12,155
05b25a30fc8d38d596716e4e51e38e55,d709f38ef758b5066ef31b18039b8ce5,c0c7c76d30bd3dcaefc96f40275bdc0a,370,50,E,12,476
98e122eee797641eee77379c279e808e,41f1f19176d383480afa65d325c06ed0,c4ca4238a0b923820dcc509a6f75849b,371,1,C,20,585
e57f2e836e7479c827171d711f7f71f0,41f1f19176d383480afa65d325c06ed0,1679091c5a880faf6fb5e6087eb1b2dc,371,6,R,13,649
8800d3235deb96110e8ffdd546996b96,41f1f19176d383480afa65d325c06ed0,c0c7c76d30bd3dcaefc96f40275bdc0a,371,50,E,13,547
66d7ee0546c2f10e082fad5cc71486d7,24b16fede9a67c9251d3e7c7161c83ac,c4ca4238a0b923820dcc509a6f75849b,372,1,C,21,281
c11400c9fd557310d83a9fc7a831f86a,24b16fede9a67c9251d3e7c7161c83ac,1679091c5a880faf6fb5e6087eb1b2dc,372,6,R,14,344
0f39f7061383aa1c02eddebbc23bdf9e,24b16fede9a67c9251d3e7c7161c83ac,c0c7c76d30bd3dcaefc96f40275bdc0a,372,50,E,14,272
55c90af6706bb117a8522ed263c7233d,ffd52f3c7e12435a724a8f30fddadd9c,c4ca4238a0b923820dcc509a6f75849b,373,1,C,22,284
2812610df05ea4e873ba32bece7decb3,ffd52f3c7e12435a724a8f30fddadd9c,1679091c5a880faf6fb5e6087eb1b2dc,373,6,R,15,347
a8dab1e0425d8ed80d476a2039c7fad2,ffd52f3c7e12435a724a8f30fddadd9c,c0c7c76d30bd3dcaefc96f40275bdc0a,373,50,E,15,275
9419fcea68853423187bc2978f681447,ad972f10e0800b49d76fed33a21f6698,c4ca4238a0b923820dcc509a6f75849b,374,1,C,23,288
e7df447251468d96aeb75a8be8253d83,ad972f10e0800b49d76fed33a21f6698,1679091c5a880faf6fb5e6087eb1b2dc,374,6,R,16,350
9d2ff596de82a24b4baaf07ccf2ebc18,ad972f10e0800b49d76fed33a21f6698,c0c7c76d30bd3dcaefc96f40275bdc0a,374,50,E,16,278
1e1d7ce9c7be28e28d7beb6d986728b5,f61d6947467ccd3aa5af24db320235dd,c4ca4238a0b923820dcc509a6f75849b,375,1,C,24,291
7c2951c9d25e0d826374182504b1607a,f61d6947467ccd3aa5af24db320235dd,1679091c5a880faf6fb5e6087eb1b2dc,375,6,R,17,353
9d03176f5a6c886d27c0e90d798c2759,f61d6947467ccd3aa5af24db320235dd,c0c7c76d30bd3dcaefc96f40275bdc0a,375,50,E,17,281
5ebefdba8827c0f9ef8373846d050907,142949df56ea8ae0be8b5306971900a4,c4ca4238a0b923820dcc509a6f75849b,376,1,C,25,585
f8f4c3af96f98838b4d685124a06ce74,142949df56ea8ae0be8b5306971900a4,1679091c5a880faf6fb5e6087eb1b2dc,376,6,R,18,649
fe434368cf67983e53239c03269f4e9a,142949df56ea8ae0be8b5306971900a4,c0c7c76d30bd3dcaefc96f40275bdc0a,376,50,E,18,547
009a5f403e7aa684893b1dcb41029164,d34ab169b70c9dcd35e62896010cd9ff,c4ca4238a0b923820dcc509a6f75849b,377,1,C,26,249
e0620b9f9e660f9ee4919fd2c902f20a,d34ab169b70c9dcd35e62896010cd9ff,1679091c5a880faf6fb5e6087eb1b2dc,377,6,R,19,299
2f5b972383583447d0ea8da63c52c12a,d34ab169b70c9dcd35e62896010cd9ff,c0c7c76d30bd3dcaefc96f40275bdc0a,377,50,E,19,393
edc64260b1709e1ed5d547bde7aa9c37,8bf1211fd4b7b94528899de0a43b9fb3,c4ca4238a0b923820dcc509a6f75849b,378,1,C,27,244
41baddbe6f524c838d52d8a5b78edc01,8bf1211fd4b7b94528899de0a43b9fb3,1679091c5a880faf6fb5e6087eb1b2dc,378,6,R,20,294
1868f04d3d2d8390cd018f7d5048eb9d,8bf1211fd4b7b94528899de0a43b9fb3,c0c7c76d30bd3dcaefc96f40275bdc0a,378,50,E,20,388
cc23d08edbebc0d6129e323a7345eb74,a02ffd91ece5e7efeb46db8f10a74059,c4ca4238a0b923820dcc509a6f75849b,379,1,C,28,323
124e0b2c15b922af2abae5585d27ec59,a02ffd91ece5e7efeb46db8f10a74059,1679091c5a880faf6fb5e6087eb1b2dc,379,6,R,21,897
1440d3facb7f6976c114c899b734693b,a02ffd91ece5e7efeb46db8f10a74059,c0c7c76d30bd3dcaefc96f40275bdc0a,379,50,E,21,691
48340eceb80dad1d4dbe51f549d514c0,bca82e41ee7b0833588399b1fcd177c7,c4ca4238a0b923820dcc509a6f75849b,380,1,C,29,156
79f9d940bde7cff70db4b3aa21826114,bca82e41ee7b0833588399b1fcd177c7,1679091c5a880faf6fb5e6087eb1b2dc,380,6,R,22,264
fe0ba63c52348afb8d2e8f7e52132a9b,bca82e41ee7b0833588399b1fcd177c7,c0c7c76d30bd3dcaefc96f40275bdc0a,380,50,E,22,350
07c0a29c3e5daf664881817c78841bc0,00ec53c4682d36f5c4359f4ae7bd7ba1,c4ca4238a0b923820dcc509a6f75849b,381,1,C,30,163
