customer_key,customer_id,person_id,store_id,territory_id,customer_type
fc490ca45c00b1249bbe3554a4fdf6fb,65,,986,6,Store
3295c76acbf4caaed33c36b1b5fc2cb1,66,,782,6,Store
735b90b4568125ed6c3f678819b6e058,67,,1274,7,Store
a3f390d88e4c41f2747bfa2f1b5f87db,68,,532,8,Store
14bfa6bb14875e45bba028a21ed38046,69,,784,9,Store
7cbbc409ec990f19c78c75bd1e06f215,70,,1272,10,Store
e2c420d928d4bf8ce0ff2ec19b371514,71,,530,2,Store
32bb90e8976aab5298d5da10fe66f21d,72,,786,2,Store
d2ddea18f00665ce8623e36bd4e3c7c5,73,,1270,1,Store
ad61ab143223efbc24c7d2583be69251,74,,528,1,Store
d09bf41544a3365a46c9077ebb5e35c3,75,,788,4,Store
fbd7939d674997cdb4692d34de8633c4,76,,1268,3,Store
28dd2c7955ce926456240b2ff0100bde,77,,556,4,Store
35f4a8d465e6e1edc05f3d8ab658c551,78,,790,4,Store
d1fe173d08e959397adf34b1d77e88d7,79,,1266,3,Store
f033ab37c30201f73f142449d037028d,80,,554,5,Store
43ec517d68b6edd3015b3edc9a11367b,81,,792,5,Store
9778d5d219c5080b9a6a17bef029331c,82,,1264,6,Store
fe9fc289c3ff0af142b6d3bead98a923,83,,552,6,Store
68d30a9594728bc39aa24be94b319d21,84,,794,6,Store
3ef815416f775098fe977004015c6193,85,,1262,7,Store
93db85ed909c13838ff95ccfa94cebd9,86,,636,8,Store
c7e1249ffc03eb9ded908c236bd1996d,87,,796,9,Store
2a38a4a9316c49e5a833517c45d31070,88,,1260,10,Store
7647966b7343c29048673252e490f736,89,,634,2,Store
8613985ec49eb8f757ae6439e879bb2a,90,,798,5,Store
54229abfcfa5649e7003b83dd4755294,91,,1258,1,Store
92cc227532d17e56e07902b254dfad10,92,,632,1,Store
98dce83da57b0395e163467c9dae521b,93,,800,4,Store
f4b9ec30ad9f68f89b29639786cb62ef,94,,1256,4,Store
812b4ba287f5ee0bc9d43bbf5bbe87fb,95,,630,4,Store
26657d5ff9020d2abefe558796b99584,96,,1308,4,Store
e2ef524fbf3d9fe611d5a8e90fefdc9c,97,,1254,4,Store
ed3d2c21991e3bef5e069713af9fa6ca,98,,734,5,Store
ac627ab1ccbdb62ec96e702f07f6425b,99,,1310,5,Store
f899139df5e1059396431415e770c6dd,100,,1252,6,Store
38b3eff8baf56627478ec76a704e9b52,101,,732,6,Store
ec8956637a99787bd197eacd77acce5e,102,,1312,6,Store
6974ce5ac660610b44d9b9fed0ff9548,103,,1894,7,Store
c9e1074f5b3f9fc8ea15d152add07294,104,,730,8,Store
65b9eea6e1cc6bb9f0cd2a47751a186f,105,,1314,9,Store
f0935e4cd5920aa6c7c996a5ee53a70f,106,,1892,10,Store
a97da629b098b75c294dffdc3e463904,107,,728,2,Store
a3c65c2974270fd093ee8a9bf8ae7d0b,108,,1316,2,Store
2723d092b63885e0d7c260cc007e8b9d,109,,1890,1,Store
5f93f983524def3dca464469d2cf9f3e,110,,1888,1,Store
698d51a19d8a121ce581499d7b701668,111,,726,3,Store
7f6ffaa6bb0b408017b62254211691b5,112,,1318,4,Store
73278a4a86960eeb576a8fd4c9ec6997,113,,1886,4,Store
5fd0b37cd7dbbb00f97ba6ce92bf5add,114,,724,4,Store
2b44928ae11fb9384c4cf38708677c48,115,,1320,1,Store
c45147dee729311ef5b5c3003946c48f,116,,1884,5,Store
eb160de1de89d9058fcb0b968dbbbd68,117,,722,5,Store
5ef059938ba799aaa845e1c2e8a762bd,118,,1322,6,Store
07e1cd7dca89a1678042477183b7ac3f,119,,1882,6,Store
da4fb5c6e93e74d3df8527599fa62642,120,,720,6,Store
4c56ff4ce4aaf9573aa5dff913df997a,121,,1324,7,Store
a0a080f42e6f13b3a2df133f073095dd,122,,1880,8,Store
202cb962ac59075b964b07152d234b70,123,,718,9,Store
c8ffe9a587b126f152ed3d89a146b445,124,,1326,10,Store
3def184ad8f4755ff269862ea77393dd,125,,1878,2,Store
069059b7ef840f0c74a814ec9237b6ec,126,,716,2,Store
ec5decca5ed3d6b8079e2e7e7bacc9f2,127,,1328,1,Store
76dc611d6ebaafc66cc0879c71b5db5c,128,,1876,1,Store
d1f491a404d6854880943e5c3cd9ca25,129,,714,3,Store
9b8619251a19057cff70779273e95aa6,130,,1330,4,Store
1afa34a7f984eeabdbb0a7d494132ee5,131,,1874,4,Store
65ded5353c5ee48d0b7d48c591b8f430,132,,712,3,Store
9fc3d7152ba9336a670e36d0ed79bc43,133,,978,4,Store
02522a2b2726fb0a03bb19f2d8d9524d,134,,1872,5,Store
7f1de29e6da19d22b51c68001e7e0e54,135,,710,5,Store
42a0e188f5033bc65bf8d78622277c4e,136,,980,6,Store
3988c7f88ebcb58c6ce932b957b6f332,137,,418,6,Store
013d407166ec4fa56eb1e1f8cbe183b9,138,,708,6,Store
e00da03b685a0dd18fb6a08af0923de0,139,,982,7,Store
1385974ed5904a438616ff7bdb3f7439,140,,416,8,Store
0f28b5d49b3020afeecd95b4009adf4c,141,,706,9,Store
a8baa56554f96369ab93e4f3bb068c22,142,,984,10,Store
903ce9225fca3e988c2af215d4e544d3,143,,520,2,Store
0a09c8844ba8f0936c20bd791130d6b6,144,,704,2,Store
2b24d495052a8ce66358eb576b8912c8,145,,522,1,Store
a5e00132373a7031000fd987a3c9f87b,146,,518,1,Store
8d5e957f297893487bd98fa830fa6413,147,,702,3,Store
47d1e990583c9c67424d369f3414728e,148,,524,3,Store
f2217062e9a397a1dca429e7d70bc6ca,149,,516,3,Store
7ef605fc8dba5425d6965fbd4c8fbe1f,150,,700,4,Store
a8f15eda80c50adb0e71943adc8015cf,151,,526,4,Store
37a749d808e46495a8da1e5352d03cae,152,,650,5,Store
b3e3e393c77e35a4a3f3cbd1e429b5dc,153,,514,5,Store
1d7f7abc18fcb43975065399b0d1e48e,154,,626,6,Store
2a79ea27c279e471f4d180b08d62b00a,155,,648,6,Store
1c9ac0159c94d8d0cbedc973445af2da,156,,512,6,Store
6c4b761a28b734fe93831e3fb400ce87,157,,628,7,Store
06409663226af2f3114485aa4e0a23b4,158,,646,8,Store
140f6969d5213fd0ece03148e62e461e,159,,456,9,Store
b73ce398c39f506af761d2277d853a92,160,,658,10,Store
bd4c9ab730f5513206b999ec0d90d1fb,161,,820,2,Store
82aa4b0af34c2313a562076992e50aa3,162,,454,2,Store
0777d5c17d4066b82ab86dff8a46af6f,163,,660,1,Store
fa7cdfad1a5aaf8370ebeda47a1ff1c3,164,,818,1,Store
9766527f2b5d3e95d4a733fcfb77bd7e,165,,506,4,Store
7e7757b1e12abcb736ab9a754ffb617a,166,,662,4,Store
5878a7ab84fb43402106c575658472fa,167,,816,4,Store
006f52e9102a8d3be2fe5614f42ba989,168,,504,4,Store
3636638817772e42b59d74cff571fbb3,169,,804,1,Store
149e9677a5989fd342ae44213df68868,170,,814,5,Store
a4a042cf4fd6bfb47701cbc8a1653ada,171,,502,5,Store
1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,172,,806,6,Store
f7e6c85504ce6e82442c770f7c8606f0,173,,812,6,Store
bf8229696f7a3bb4700cfddef19fa23f,174,,500,6,Store
82161242827b703e6acf9c726942a1e4,175,,808,7,Store
38af86134b65d0f10fe33d30dd76442e,176,,446,8,Store
96da2f590cd7246bbde0051047b0d6f7,177,,688,9,Store
8f85517967795eeef66c225f7883bdcb,178,,810,10,Store
8f53295a73878494e9bc8dd6c3c7104f,179,,444,2,Store
045117b0e0a11a242b9765e79cbf113f,180,,686,3,Store
fc221309746013ac554571fbd180e1c8,181,,1292,1,Store
4c5bde74a8f110656874902f07378009,182,,442,1,Store
cedebb6e872f539bef8c3f919874e9d7,183,,684,3,Store
6cdd60ea0045eb7a6ec44c54d29ed402,184,,1294,4,Store
eecca5b6365d9607ee5a9d336962c534,185,,1196,4,Store
9872ed9fc22fc182d371c3e9ed316094,186,,682,4,Store
31fefc0e570cb3860f2a6d4b38c6490d,187,,1296,4,Store
9dcb88e0137649590b755372b040afad,188,,1194,5,Store
a2557a7b2e94197ff767970b67041697,189,,680,5,Store
cfecdb276f634854f3ef915e2e980c31,190,,1298,6,Store
0aa1883c6411f7873cb83dacb17b0afc,191,,1192,6,Store
58a2fc6ed39fd083f55d4182bf88826d,192,,678,6,Store
bd686fd640be98efaae0091fa301e613,193,,1300,7,Store
a597e50502f5ff68e3e25b9114205d4a,194,,1190,8,Store
0336dcbab05b9d5ad24f4333c7658a0e,195,,676,9,Store
084b6fbb10729ed4da8c3d3f5a3ae7c9,196,,1302,10,Store
85d8ce590ad8981ca2c8286f79f59954,197,,1188,3,Store
0e65972dce68dad4d52d063967f0a705,198,,452,3,Store
84d9ee44e457ddef7f2c4f25dc8fa865,199,,1304,1,Store
3644a684f98ea8fe223c713b77189a77,200,,1186,1,Store
757b505cfd34c64c85ca5b5690ee5293,201,,450,4,Store
854d6fae5ee42911677c739ee1734486,202,,1306,4,Store
e2c0be24560d78c5e599c2a9c9d0bbd2,203,,1184,4,Store
274ad4786c3abca69fa097b85867d9a4,204,,448,4,Store
eae27d77ca20db309e056e3d2dcd7d69,205,,1404,4,Store
7eabe3a1649ffa2b3ff8c02ebfd5659f,206,,1182,5,Store
69adc1e107f7f7d035d7baf04342e1ca,207,,414,5,Store
091d584fced301b442654dd8c23b3fc9,208,,1406,6,Store
b1d10e7bafa4421218a51b1e1f1b0ba2,209,,1180,6,Store
6f3ef77ac0e3619e98159e9b6febf557,210,,412,6,Store
eb163727917cbba1eea208541a643e74,211,,1408,7,Store
1534b76d325a8f591b52d302e7181331,212,,1178,8,Store
979d472a84804b9f647bc185a877a8b5,213,,410,9,Store
ca46c1b9512a7a8315fa3c5a946e8265,214,,1410,10,Store
3b8a614226a953a8cd9526fca6fe9ba5,215,,1176,2,Store
45fbc6d3e05ebd93369ce542e8f2322d,216,,544,2,Store
63dc7ed1010d3c3b8269faf0ba7491d4,217,,1412,1,Store
e96ed478dab8595a7dbda4cbcbee168f,218,,1174,1,Store
c0e190d8267e36708f955d7ab048990d,219,,1172,3,Store
ec8ce6abb3e952a85b8551ba726a1227,220,,542,3,Store
060ad92489947d410d897474079c1477,221,,1414,4,Store
bcbe3365e6ac95ea2c0343a2395834dd,222,,1170,3,Store
115f89503138416a242f40fb7d7f338e,223,,1158,3,Store
13fe9d84310e77f13a6d184dbf1232f3,224,,1416,5,Store
d1c38a09acc34845c6be3a127a5aacaf,225,,1168,5,Store
9cfdf10e8fc047a44b08ed031e1f0ed1,226,,1156,6,Store
705f2172834666788607efbfca35afb3,227,,1418,6,Store
74db120f0a8e5646ef5a30154e9f6deb,228,,1166,6,Store
57aeee35c98205091e18d1140e9f38cf,229,,1154,7,Store
6da9003b743b65f4c0ccd295cc484e57,230,,1420,8,Store
9b04d152845ec0a378394003c96da594,231,,550,9,Store
be83ab3ecd0db773eb2dc1b0a17836a1,232,,1152,10,Store
e165421110ba03099a1c0393373c5b43,233,,1422,2,Store
289dff07669d7a23de0ef88d2f7129e7,234,,548,2,Store
577ef1154f3240ad5b9b413aa7346a1e,235,,1150,1,Store
01161aaa0b6d1345dd8fe4e481144d84,236,,1424,1,Store
539fd53b59e3bb12d203f45a912eeaf2,237,,546,3,Store
ac1dd209cbcc5e5d1c6e28598e8cbbe8,238,,1148,3,Store
555d6702c950ecb729a966504af0a635,239,,1426,4,Store
335f5352088d7d9bf74191e006d8e24c,240,,1956,4,Store
f340f1b1f65b6df5b5e3f94d95b11daf,241,,1146,4,Store
e4a6222cdb5b34375400904f03d8e6a5,242,,1428,5,Store
cb70ab375662576bd1ac5aaf16b3fca4,243,,1954,5,Store
9188905e74c28e489b44e954ec0b9bca,244,,1144,6,Store
0266e33d3f546cb5436a10798e657d97,245,,1430,6,Store
38db3aed920cf82ab059bfccbd02be6a,246,,1952,6,Store
3cec07e9ba5f5bb252d13f5f431e4bbb,247,,1142,7,Store
621bf66ddb7c962aa0d22ac97d69b793,248,,1432,8,Store
077e29b11be80ab57e1a2ecabb7da330,249,,1950,9,Store
6c9882bbac1c7093bd25041881277658,250,,1140,10,Store
19f3cd308f1455b3fa09a282e0d496f4,251,,1434,2,Store
03c6b06952c750899bb03d998e631860,252,,1948,2,Store
c24cd76e1ce41366a4bbe8a49b02a028,253,,1138,1,Store
c52f1bd66cc19d05628bd8bf27af3ad6,254,,472,1,Store
fe131d7f5a6b38b23cc967316c13dae2,255,,1946,4,Store
f718499c1c8cef6730f9fd03c8125cab,256,,1136,4,Store
d96409bf894217686ba124d7356686c9,257,,474,4,Store
502e4a16930e414107ee22b6198c578f,258,,1944,4,Store
cfa0860e83a4c3a763a7e62d825349f7,259,,1134,4,Store
a4f23670e1833f3fdb077ca70bbd5d66,260,,476,5,Store
b1a59b315fc9a3002ce38bbe070ec3f5,261,,1942,5,Store
36660e59856b4de58a219bcf4e27eba3,262,,1132,6,Store
8c19f571e251e61cb8dd3612f26d5ecf,263,,580,6,Store
d6baf65e0b240ce177cf70da146c8dc8,264,,1940,6,Store
e56954b4f6347e897f954495eab16a88,265,,590,7,Store
f7664060cc52bc6f3d620bcedc94a4b6,266,,582,8,Store
eda80a3d5b344bc40f3bc04f65b7a357,267,,1938,9,Store
8f121ce07d74717e0b1f21d122e04521,268,,588,10,Store
06138bc5af6023646ede0e1f7c1eac75,269,,584,2,Store
39059724f73a9969845dfe4146c5660e,270,,1936,2,Store
7f100b7b36092fb9b06dfb4fac360931,271,,586,1,Store
7a614fd06c325499f1680b9896beedeb,272,,612,1,Store
4734ba6f3de83d861c3176a6273cac6d,273,,1934,4,Store
d947bf06a885db0d477d707121934ff8,274,,952,3,Store
63923f49e5241343aa7acb6a06a751e7,275,,614,4,Store
db8e1af0cb3aca1ae2d0018624204529,276,,1932,4,Store
20f07591c6fcb220ffe637cda29bb3f6,277,,950,4,Store
07cdfd23373b17c6b337251c22b7ea57,278,,616,5,Store
d395771085aab05244a4fb8fd91bf4ee,279,,1930,5,Store
92c8c96e4c37100777c7190b76d28233,280,,948,6,Store
e3796ae838835da0b6f6ea37bcf8bcb7,281,,618,6,Store
6a9aeddfc689c1d0e3b9ccc3ab651bc5,282,,1928,6,Store
0f49c89d1e7298bb9930789c8ed59d48,283,,946,7,Store
46ba9f2a6976570b0353203ec4474217,284,,758,8,Store
0e01938fc48a2cfb5f2217fbfb00722d,285,,408,9,Store
16a5cdae362b8d27a1d8f8c7b78b4330,286,,944,10,Store
918317b57931b6b7a7d29490fe5ec9f9,287,,760,3,Store
48aedb8880cab8c45637abc7493ecddd,288,,406,3,Store
839ab46820b524afda05122893c2fe8e,289,,498,1,Store
f90f2aca5c640289d0a29417bcb63a37,290,,762,1,Store
9c838d2e45b2ad1094d42f4ef36764f6,291,,398,4,Store
1700002963a49da13542e0726b7bb758,292,,496,4,Store
53c3bce66e43be4f209556518c2fcb54,293,,764,1,Store
6883966fd8f918a4aa29be29d2c386fb,294,,396,4,Store
49182f81e6a13cf5eaa496d51fea6406,295,,1490,4,Store
d296c101daa88a51f6ca8cfc1ac79b50,296,,766,5,Store
9fd81843ad7f202f26c1a174c7357585,297,,394,5,Store
26e359e83860db1d11b6acca57d8ea88,298,,1488,6,Store
ef0d3930a7b6c95bd2b32ed45989c61f,299,,768,6,Store
94f6d7e04a4d452035300f18b984988c,300,,386,6,Store
34ed066df378efacc9b924ec161e7639,301,,1486,7,Store
577bcc914f9e55d5e4e4f82f9f00e7d4,302,,770,8,Store
11b9842e0a271ff252c1903e7132cd68,303,,384,9,Store
37bc2f75bf1bcfe8450a1a41c200364c,304,,1484,10,Store
496e05e1aea0a9c4655800e8a7b9ea28,305,,772,2,Store
b2eb7349035754953b57a32e2841bda5,306,,382,3,Store
8e98d81f8217304975ccb23337bb5761,307,,1482,1,Store
a8c88a0055f636e4a163a5e3d16adab7,308,,774,1,Store
eddea82ad2755b24c4e168c5fc2ebd40,309,,372,4,Store
06eb61b839a0cefee4967c67ccb099dc,310,,1480,3,Store
9dfcd5e558dfa04aaf37f137a1d9d3e5,311,,776,4,Store
950a4152c2b4aa3ad78bdd6b366cc179,312,,370,4,Store
158f3069a435b314a80bdcb024f8e422,313,,1478,4,Store
758874998f5bd0c393da094e1967a72b,314,,778,5,Store
ad13a2a07ca4b7642959dc0c4c740ab6,315,,440,5,Store
3fe94a002317b5f9259f82690aeea4cd,316,,1476,6,Store
5b8add2a5d98b1a652ea7fd72d942dac,317,,780,6,Store
432aca3a1e345e339f35a30c8f65edce,318,,438,6,Store
8d3bba7425e7c98c50f52ca1b52d3735,319,,1474,7,Store
320722549d1751cf3f247855f937b982,320,,538,8,Store
caf1a3dfb505ffed0d024130f58c5cfa,321,,436,9,Store
5737c6ec2e0716f3d8a7a5c4e0de0d9a,322,,1472,10,Store
bc6dc48b743dc5d013b1abaebd2faed2,323,,540,3,Store
f2fc990265c712c49d51a18a32b39f0c,324,,2051,2,Store
89f0fd5c927d466d6ec9a21b9ac34ffa,325,,1470,1,Store
a666587afda6e89aec274a3657558a27,326,,964,1,Store
b83aac23b9528732c23cc7352950e880,327,,1994,3,Store
cd00692c3bfe59267d5ecfac5310286c,328,,1992,4,Store
6faa8040da20ef399b63a72d0e4ab575,329,,470,4,Store
fe73f687e5bc5280214e0486b273a5f9,330,,966,4,Store
6da37dd3139aa4d9aa55b8d237ec5d4a,331,,1990,4,Store
c042f4db68f23406c6cecf84a7ebb0fe,332,,468,5,Store
310dcbbf4cce62f762a2aaa148d556bd,333,,968,5,Store
2f2b265625d76a6704b08093c652fd79,334,,1988,6,Store
f9b902fc3289af4dd08de5d1de54f68f,335,,466,6,Store
6855456e2fe46a9d49d3d3af4f57443d,336,,970,6,Store
357a6fdf7642bf815a88822c447d9dc4,337,,1986,7,Store
819f46e52c25763a55cc642422644317,338,,578,8,Store
04025959b191f8f9de3f924f0940515f,339,,972,9,Store
40008b9a5380fcacce3976bf7c08af5b,340,,1984,10,Store
3dd48ab31d016ffcbf3314df2b3cb9ce,341,,576,2,Store
58238e9ae2dd305d79c2ebc8c1883422,342,,974,2,Store
3ad7c2ebb96fcba7cda0cf54a2e802f5,343,,1982,1,Store
b3967a0e938dc2a6340e258630febd5a,344,,574,1,Store
d81f9c1be2e08964bf9f24b15f0e4900,345,,976,4,Store
13f9896df61279c928f19721878fac41,346,,1980,3,Store
c5ff2543b53f4cc0ad3819a36752467b,347,,572,4,Store
01386bd6d8e091c2ab4c7c7de644d37b,348,,348,3,Store
0bb4aec1710521c12ee76289d9440817,349,,1978,4,Store
9de6d14fff9806d4bcd1ef555be766cd,350,,610,5,Store
efe937780e95574250dabe07151bdc23,351,,354,5,Store
371bce7dc83817b7893bcdeed13799b5,352,,1236,6,Store
138bb0696595b338afbab333c555292a,353,,608,6,Store
8dd48d6a2e2cad213179a3992c0be53c,354,,356,6,Store
82cec96096d4281b7c95cd7e74623496,355,,1234,7,Store
6c524f9d5d7027454a783c841250ba71,356,,606,8,Store
fb7b9ffa5462084c5f4e7e85a093e6d7,357,,358,9,Store
aa942ab2bfa6ebda4840e7360ce6e7ef,358,,1232,10,Store
c058f544c737782deacefa532d9add4c,359,,604,2,Store
e7b24b112a44fdd9ee93bdf998c6ca0e,360,,360,3,Store
52720e003547c70561bf5e03b95aa99f,361,,1230,1,Store
c3e878e27f52e2a57ace4d9a76fd9acf,362,,756,1,Store
00411460f7c92d2124a67ea0f4cb5f85,363,,374,3,Store
bac9162b47c56fc8a4d2a519803d51b3,364,,1228,3,Store
9be40cee5b0eee1462c82c6964087ff9,365,,754,4,Store
5ef698cd9fe650923ea331c15af3b160,366,,376,4,Store
05049e90fa4f5039a8cadc6acbb4b2cc,367,,1226,4,Store
cf004fdc76fa1a4f25f62e0eb5261ca3,368,,752,5,Store
0c74b7f78409a4022a2c4c5a5ca3ee19,369,,362,5,Store
d709f38ef758b5066ef31b18039b8ce5,370,,1224,6,Store
41f1f19176d383480afa65d325c06ed0,371,,750,6,Store
24b16fede9a67c9251d3e7c7161c83ac,372,,1852,6,Store
ffd52f3c7e12435a724a8f30fddadd9c,373,,1222,7,Store
ad972f10e0800b49d76fed33a21f6698,374,,748,8,Store
f61d6947467ccd3aa5af24db320235dd,375,,1854,9,Store
142949df56ea8ae0be8b5306971900a4,376,,1220,10,Store
d34ab169b70c9dcd35e62896010cd9ff,377,,746,3,Store
8bf1211fd4b7b94528899de0a43b9fb3,378,,1856,2,Store
a02ffd91ece5e7efeb46db8f10a74059,379,,1218,1,Store
bca82e41ee7b0833588399b1fcd177c7,380,,744,1,Store
00ec53c4682d36f5c4359f4ae7bd7ba1,381,,1858,3,Store
4f6ffe13a5d75b2d6a3923922b3922e5,382,,1216,4,Store
beed13602b9b0e6ecb5b568ff5058f07,383,,742,4,Store
0584ce565c824b7b7f50282d9a19945b,384,,1860,4,Store
dc912a253d1e9ba40e2c597ed2376640,385,,1214,4,Store
39461a19e9eddfb385ea76b26521ea48,386,,740,5,Store
8efb100a295c0c690931222ff4467bb8,387,,1862,5,Store
d9fc5b73a8d78fad3d6dffe419384e70,388,,1212,6,Store
c86a7ee3d8ef0b551ed58e354a836f2b,389,,738,6,Store
a01a0380ca3c61428c26a231f0e49a09,390,,1864,6,Store
5a4b25aaed25c2ee1b74de72dc03c14e,391,,1210,7,Store
f73b76ce8949fe29bf2a537cfa420e8f,392,,736,8,Store
70c639df5e30bdee440e4cdf599fec2b,393,,1866,9,Store
28f0b864598a1291557bed248a998d4e,394,,1208,10,Store
1543843a4723ed2ab08e18053ae6dc5b,395,,560,3,Store
f8c1f23d6a8d8d7904fc0ea8e066b3bb,396,,1868,2,Store
e46de7e1bcaaced9a54f1e9d0d2f800d,397,,1206,1,Store
b7b16ecf8ca53723593894116071700c,398,,558,1,Store
352fe25daf686bdb4edca223c921acea,399,,1870,4,Store
18d8042386b79e2c279fd162df0205c8,400,,1110,3,Store
816b112c6105b3ebd537828a39af4818,401,,368,1,Store
69cb3ea317a32c4e6143e665fdb20b14,402,,460,4,Store
bbf94b34eb32268ada57a3be5062fe7d,403,,1108,4,Store
4f4adcbf8c6f66dcfc8a3282ac2bf10a,404,,366,5,Store
bbcbff5c1f1ded46c25d28119a85c6c2,405,,462,5,Store
8cb22bdd0b7ba1ab13d742e22eed8da2,406,,1106,6,Store
f4f6dce2f3a0f9dada0c2b5b66452017,407,,380,6,Store
0d0fd7c6e093f7b804fa0150b875b868,408,,464,6,Store
a96b65a721e561e1e3de768ac819ffbb,409,,1104,7,Store
1068c6e4c8051cfd4e9ea8072e3189e2,410,,378,8,Store
17d63b1625c816c22647a73e1482372b,411,,690,9,Store
b9228e0962a78b84f3d5d92f4faa000b,412,,1102,10,Store
0deb1c54814305ca9ad266f53bc82511,413,,404,2,Store
66808e327dc79d135ba18e051673d906,414,,692,2,Store
42e7aaa88b48137a16a1acd04ed91125,415,,674,1,Store
8fe0093bb30d6f8c31474bd0764e6ac0,416,,402,1,Store
41ae36ecb9b3eee609d05b90c14222fb,417,,694,4,Store
d1f255a373a3cef72e03aa9d980c7eca,418,,672,3,Store
7eacb532570ff6858afd2723755ff790,419,,400,4,Store
b6f0479ae87d244975439c6124592772,420,,696,4,Store
e0c641195b27425bb056ac56f8953d24,421,,670,4,Store
f85454e8279be180185cac7d243c5eb3,422,,1164,5,Store
faa9afea49ef2ff029a833cccc778fd0,423,,698,5,Store
3c7781a36bcd6cf08c11a970fbe0e2a6,424,,510,6,Store
25b2822c2f5a3230abfadd476e8b04c9,425,,1162,6,Store
